source,context,tier,ground_truth,prediction,score,correct,matcher,code
TestUnits,Patient,entity,Observation,DiagnosticReport,0.40509098768234253,False,magneto,
TestValue,Patient,entity,Observation,Specimen,0.3385365307331085,False,magneto,
Transcript,Patient,entity,Observation,Condition,0.2488580346107483,False,magneto,
VariantOrigin,Patient,entity,Observation,Specimen,0.26539143919944763,False,magneto,
VariantType,Patient,entity,Observation,Specimen,0.32747167348861694,False,magneto,
Zygosity,Patient,entity,Observation,Observation,0.21680817008018494,True,magneto,
CollectionDaysfromIndex,Specimen,entity,Specimen,FamilyMemberHistory,0.2852223217487335,False,magneto,
AdjacentBiospecimenIDs,Specimen,entity,Specimen,Specimen,0.22069275379180908,True,magneto,
BiospecimenType,Specimen,entity,Specimen,Specimen,0.37295955419540405,True,magneto,
FixativeType,Specimen,entity,Observation,Specimen,0.2775819003582001,False,magneto,
StorageMethod,Specimen,entity,Observation,Device,0.310535728931427,False,magneto,
ProcessingDaysfromIndex,Specimen,entity,Observation,Condition,0.18438903987407684,False,magneto,
ProtocolLink,DocumentReference,entity,Observation,ServiceRequest,0.2809997498989105,False,magneto,
SiteDataSource,Specimen,entity,Observation,ServiceRequest,0.27796685695648193,False,magneto,
CollectionMedia,Specimen,entity,Observation,Device,0.29061877727508545,False,magneto,
MountingMedium,Specimen,entity,Observation,MedicationAdministration,0.19593504071235657,False,magneto,
ProcessingLocation,Specimen,entity,Observation,ServiceRequest,0.29079070687294006,False,magneto,
HistologyAssessmentBy,Specimen,entity,Observation,Specimen,0.25286221504211426,False,magneto,
HistologyAssessmentMedium,Specimen,entity,Observation,Specimen,0.24568429589271545,False,magneto,
PreinvasiveMorphology,Specimen,entity,Observation,ResearchSubject,0.23784691095352173,False,magneto,
TumorInfiltratingLymphocytes,Specimen,entity,Observation,Patient,0.10987001657485962,False,magneto,
DegreeofDysplasia,Specimen,entity,Observation,Specimen,0.22256803512573242,False,magneto,
DysplasiaFraction,Specimen,entity,Observation,DiagnosticReport,0.27043938636779785,False,magneto,
NumberProliferatingCells,Specimen,entity,Observation,Observation,0.13977079093456268,True,magneto,
PercentEosinophilInfiltration,Specimen,entity,Observation,ResearchSubject,0.1289348304271698,False,magneto,
PercentGranulocyteInfiltration,Specimen,entity,Observation,ResearchSubject,0.08502757549285889,False,magneto,
PercentInflamInfiltration,Specimen,entity,Observation,ResearchSubject,0.1620454639196396,False,magneto,
PercentLymphocyteInfiltration,Specimen,entity,Observation,DiagnosticReport,0.12538576126098633,False,magneto,
PercentMonocyteInfiltration,Specimen,entity,Observation,DiagnosticReport,0.10692034661769867,False,magneto,
PercentNecrosis,Specimen,entity,Observation,ResearchSubject,0.18461617827415466,False,magneto,
PercentNeutrophilInfiltration,Specimen,entity,Observation,ResearchSubject,0.1540931910276413,False,magneto,
PercentNormalCells,Specimen,entity,Observation,Specimen,0.1247960552573204,False,magneto,
PercentStromalCells,Specimen,entity,Observation,ResearchSubject,0.08613282442092896,False,magneto,
PercentTumorCells,Specimen,entity,Observation,ResearchSubject,0.17795954644680023,False,magneto,
PercentTumorNuclei,Specimen,entity,Observation,ResearchSubject,0.20828180015087128,False,magneto,
FiducialMarker,Specimen,entity,Observation,DocumentReference,0.33885061740875244,False,magneto,
SlicingMethod,Specimen,entity,Observation,Specimen,0.15508371591567993,False,magneto,
LysisBuffer,Specimen,entity,Observation,Device,0.2752093970775604,False,magneto,
MethodofNucleicAcidIsolation,Specimen,entity,Observation,Observation,0.13464337587356567,True,magneto,
IschemicTime,Specimen,entity,Observation,Patient,0.2279999703168869,False,magneto,
IschemicTemperature,Specimen,entity,Observation,Patient,0.1696016788482666,False,magneto,
HistologicMorphologyCode,Specimen,entity,Observation,DiagnosticReport,0.1649858057498932,False,magneto,
NucleicAcidSource,DocumentReference,entity,Observation,ResearchSubject,0.23626866936683655,False,magneto,
CryopreservedCellsinSample,DocumentReference,entity,Observation,ResearchSubject,0.24896982312202454,False,magneto,
SingleCellIsolationMethod,DocumentReference,entity,Observation,Device,0.18799860775470734,False,magneto,
DissociationMethod,DocumentReference,entity,Observation,Observation,0.2883369028568268,True,magneto,
LibraryConstructionMethod,DocumentReference,entity,Observation,DocumentReference,0.22990503907203674,False,magneto,
ReadIndicator,DocumentReference,entity,Observation,Device,0.35424312949180603,False,magneto,
Read1,DocumentReference,entity,Observation,ResearchStudy,0.23195689916610718,False,magneto,
Read2,DocumentReference,entity,Observation,ResearchStudy,0.2368297278881073,False,magneto,
EndBias,DocumentReference,entity,Observation,Specimen,0.29471105337142944,False,magneto,
ReverseTranscriptionPrimer,DocumentReference,entity,Observation,DocumentReference,0.2407819926738739,False,magneto,
SpikeIn,DocumentReference,entity,Observation,Medication,0.27509260177612305,False,magneto,
TotalNumberofInputCells,DocumentReference,entity,Observation,DocumentReference,0.1159777045249939,False,magneto,
InputCellsandNuclei,DocumentReference,entity,Observation,DocumentReference,0.1590719074010849,False,magneto,
LibraryPreparationDaysfromIndex,DocumentReference,entity,Observation,ResearchSubject,0.1765887439250946,False,magneto,
SingleCellDissociationDaysfromIndex,DocumentReference,entity,Observation,DocumentReference,0.14537139236927032,False,magneto,
SequencingLibraryConstructionDaysfromIndex,DocumentReference,entity,Observation,FamilyMemberHistory,0.1922610104084015,False,magneto,
NucleicAcidCaptureDaysfromIndex,DocumentReference,entity,Observation,FamilyMemberHistory,0.2758531868457794,False,magneto,
TechnicalReplicateGroup,DocumentReference,entity,Observation,Group,0.524627685546875,False,magneto,
ScRNAseqWorkflowType,DocumentReference,entity,Observation,ServiceRequest,0.22609904408454895,False,magneto,
WorkflowVersion,DocumentReference,entity,Observation,DiagnosticReport,0.16842100024223328,False,magneto,
ScRNAseqWorkflowParametersDescription,DocumentReference,entity,Observation,ServiceRequest,0.3007941246032715,False,magneto,
WorkflowLink,DocumentReference,entity,Observation,DocumentReference,0.26137036085128784,False,magneto,
GenomicReference,DocumentReference,entity,Observation,DocumentReference,0.37684136629104614,False,magneto,
GenomicReferenceURL,DocumentReference,entity,Observation,DocumentReference,0.39330893754959106,False,magneto,
GenomeAnnotationURL,DocumentReference,entity,Observation,FamilyMemberHistory,0.23671594262123108,False,magneto,
WhitelistCellBarcodeFileLink,DocumentReference,entity,Observation,DocumentReference,0.14648422598838806,False,magneto,
CellBarcodeTag,DocumentReference,entity,Observation,Device,0.12837861478328705,False,magneto,
UMITag,DocumentReference,entity,Observation,Specimen,0.22143468260765076,False,magneto,
AppliedHardTrimming,DocumentReference,entity,Observation,Observation,0.2506536543369293,True,magneto,
DataCategory,DocumentReference,entity,DocumentReference,ResearchSubject,0.22623777389526367,False,magneto,
MatrixType,DocumentReference,entity,Observation,Device,0.25437217950820923,False,magneto,
LinkedMatrices,DocumentReference,entity,Observation,DocumentReference,0.15555095672607422,False,magneto,
CellMedianNumberReads,DocumentReference,entity,Observation,Device,0.24452073872089386,False,magneto,
CellMedianNumberGenes,DocumentReference,entity,Observation,DocumentReference,0.1608586311340332,False,magneto,
CellTotal,DocumentReference,entity,Observation,Specimen,0.18487869203090668,False,magneto,
Slide-seqLevel3,DocumentReference,entity,Observation,ResearchSubject,0.10456238687038422,False,magneto,
SequencingBatchID,DocumentReference,entity,Observation,ResearchSubject,0.19995670020580292,False,magneto,
Slide-seqBeadFileType,DocumentReference,entity,Observation,DocumentReference,0.14902858436107635,False,magneto,
Slide-seqFragmentSize,DocumentReference,entity,Observation,DocumentReference,0.030155591666698456,False,magneto,
BulkRNA-seqLevel1,DocumentReference,entity,DocumentReference,DiagnosticReport,0.15011899173259735,False,magneto,
LibraryLayout,DocumentReference,entity,Observation,Device,0.14204491674900055,False,magneto,
Micro-regionSeqPlatform,DocumentReference,entity,Observation,Specimen,0.15133848786354065,False,magneto,
ROITag,DocumentReference,entity,Observation,Device,0.274242103099823,False,magneto,
ReadLength,DocumentReference,entity,Observation,Observation,0.224293053150177,True,magneto,
LibrarySelectionMethod,DocumentReference,entity,Observation,DocumentReference,0.2731980085372925,False,magneto,
LibraryPreparationKitName,DocumentReference,entity,Observation,DiagnosticReport,0.1809203326702118,False,magneto,
LibraryPreparationKitVendor,DocumentReference,entity,Observation,ResearchSubject,0.22258783876895905,False,magneto,
LibraryPreparationKitVersion,DocumentReference,entity,Observation,DiagnosticReport,0.13383275270462036,False,magneto,
AdapterName,DocumentReference,entity,Observation,Device,0.27446311712265015,False,magneto,
AdapterSequence,DocumentReference,entity,Observation,Observation,0.1915421485900879,True,magneto,
BaseCallerName,DocumentReference,entity,Observation,ServiceRequest,0.33663326501846313,False,magneto,
BaseCallerVersion,DocumentReference,entity,Observation,ServiceRequest,0.2296338975429535,False,magneto,
FlowCellBarcode,DocumentReference,entity,Observation,Device,0.09153401851654053,False,magneto,
FragmentMaximumLength,DocumentReference,entity,Observation,Specimen,0.1210579127073288,False,magneto,
FragmentMeanLength,DocumentReference,entity,Observation,Specimen,0.17804108560085297,False,magneto,
FragmentMinimumLength,DocumentReference,entity,Observation,Specimen,0.14076538383960724,False,magneto,
FragmentStandardDeviationLength,DocumentReference,entity,Observation,Specimen,0.14260534942150116,False,magneto,
LaneNumber,DocumentReference,entity,Observation,ServiceRequest,0.15049532055854797,False,magneto,
LibraryStrand,DocumentReference,entity,Observation,DocumentReference,0.2924416661262512,False,magneto,
MultiplexBarcode,DocumentReference,entity,Observation,Device,0.06259365379810333,False,magneto,
SizeSelectionRange,DocumentReference,entity,Observation,Observation,0.09404727071523666,True,magneto,
TargetDepth,DocumentReference,entity,Observation,Device,0.21574372053146362,False,magneto,
ToTrimAdapterSequence,DocumentReference,entity,Observation,FamilyMemberHistory,0.16731511056423187,False,magneto,
TranscriptIntegrityNumber,DocumentReference,entity,Observation,DocumentReference,0.27271413803100586,False,magneto,
RIN,DocumentReference,entity,Observation,ResearchStudy,0.26810920238494873,False,magneto,
AdapterContent,DocumentReference,entity,Observation,Device,0.35668641328811646,False,magneto,
BasicStatistics,DocumentReference,entity,Observation,ResearchSubject,0.27608826756477356,False,magneto,
Encoding,DocumentReference,entity,Observation,Device,0.2525169849395752,False,magneto,
OverrepresentedSequences,DocumentReference,entity,Observation,Observation,0.22077493369579315,True,magneto,
PerBaseNContent,DocumentReference,entity,Observation,Observation,0.24039025604724884,True,magneto,
PerBaseSequenceContent,DocumentReference,entity,Observation,FamilyMemberHistory,0.2062344253063202,False,magneto,
PerBaseSequenceQuality,DocumentReference,entity,Observation,Condition,0.19133172929286957,False,magneto,
PerSequenceGCContent,DocumentReference,entity,Observation,Condition,0.17659172415733337,False,magneto,
PerSequenceQualityScore,DocumentReference,entity,Observation,Condition,0.24939343333244324,False,magneto,
PerTileSequenceQuality,DocumentReference,entity,Observation,Condition,0.18216726183891296,False,magneto,
PercentGCContent,DocumentReference,entity,Observation,DocumentReference,0.15126748383045197,False,magneto,
SequenceDuplicationLevels,DocumentReference,entity,Observation,FamilyMemberHistory,0.15783672034740448,False,magneto,
SequenceLengthDistribution,DocumentReference,entity,Observation,Observation,0.15389692783355713,True,magneto,
TotalReads,DocumentReference,entity,Observation,Observation,0.2747693657875061,True,magneto,
QCWorkflowType,DocumentReference,entity,Observation,MedicationAdministration,0.1819666624069214,False,magneto,
QCWorkflowVersion,DocumentReference,entity,Observation,DiagnosticReport,0.15567995607852936,False,magneto,
QCWorkflowLink,DocumentReference,entity,Observation,DocumentReference,0.17203059792518616,False,magneto,
AlignmentWorkflowType,DocumentReference,entity,Observation,MedicationAdministration,0.1927328258752823,False,magneto,
IndexFileName,DocumentReference,entity,Observation,DocumentReference,0.26467686891555786,False,magneto,
AverageBaseQuality,DocumentReference,entity,Observation,Condition,0.22972793877124786,False,magneto,
AverageInsertSize,DocumentReference,entity,Observation,Observation,0.2282959669828415,True,magneto,
AverageReadLength,DocumentReference,entity,Observation,Observation,0.20622873306274414,True,magneto,
Contamination,DocumentReference,entity,Observation,Observation,0.35463544726371765,True,magneto,
ContaminationError,DocumentReference,entity,Observation,DiagnosticReport,0.16736319661140442,False,magneto,
MeanCoverage,DocumentReference,entity,Observation,Observation,0.29237496852874756,True,magneto,
MSIWorkflowLink,DocumentReference,entity,Observation,DocumentReference,0.22760508954524994,False,magneto,
MSIScore,DocumentReference,entity,Observation,DiagnosticReport,0.25130903720855713,False,magneto,
MSIStatus,DocumentReference,entity,Observation,Patient,0.2652198076248169,False,magneto,
PairsOnDiffCHR,DocumentReference,entity,Observation,DocumentReference,0.26807767152786255,False,magneto,
TotalUniquelyMapped,DocumentReference,entity,Observation,Patient,0.27652060985565186,False,magneto,
TotalUnmappedreads,DocumentReference,entity,Observation,DocumentReference,0.2022714912891388,False,magneto,
ProportionReadsDuplicated,DocumentReference,entity,Observation,DocumentReference,0.16413237154483795,False,magneto,
ProportionReadsMapped,DocumentReference,entity,Observation,DocumentReference,0.16714254021644592,False,magneto,
ProportionTargetsNoCoverage,DocumentReference,entity,Observation,DocumentReference,0.22655853629112244,False,magneto,
ProportionBaseMismatch,DocumentReference,entity,Observation,Specimen,0.14453279972076416,False,magneto,
ShortReads,DocumentReference,entity,Observation,ResearchStudy,0.31136155128479004,False,magneto,
Islowestlevel,DocumentReference,entity,Observation,Patient,0.2641139328479767,False,magneto,
TargetCaptureKit,DocumentReference,entity,Observation,Device,0.2448570281267166,False,magneto,
ProportionCoverage10x,DocumentReference,entity,Observation,ResearchSubject,0.20642347633838654,False,magneto,
ProportionCoverage30X,DocumentReference,entity,Observation,ResearchSubject,0.2398347705602646,False,magneto,
